timestep,mkt_C_el,mkt_C_fuel,mkt_C_el1
2228,44.83,20,44.83
2229,30.06,20,30.06
2230,27.09,20,27.09
2231,29.64,20,29.64
2232,30.26,20,30.26
2233,28.33,20,28.33
2234,51.91,20,51.91
2235,32.26,20,32.26
2236,38.95,20,38.95
2237,38.72,20,38.72
2238,27.25,20,27.25
2239,28.76,20,28.76
2240,38.66,20,38.66
2241,32.26,20,32.26
2242,40.99,20,40.99
2243,24.47,20,24.47
2244,28.27,20,28.27
2245,24.34,20,24.34
2246,41.76,20,41.76
2247,46.07,20,46.07
2248,30.01,20,30.01
2249,27.29,20,27.29
2250,37.77,20,37.77
2251,25.81,20,25.81
2252,26.92,20,26.92
2253,25.88,20,25.88
2254,30.03,20,30.03
2255,27.08,20,27.08
2256,36.82,20,36.82
2257,35.19,20,35.19
2258,28.09,20,28.09
2259,28.82,20,28.82
2260,32.66,20,32.66
2261,28.15,20,28.15
2262,30.57,20,30.57
2263,41.4,20,41.4
2264,25.8,20,25.8
2265,25.9,20,25.9
2266,26.99,20,26.99
2267,27.09,20,27.09
2268,29.45,20,29.45
2269,28.8,20,28.8
2270,33.44,20,33.44
2271,29.27,20,29.27
2272,36.52,20,36.52
2273,35.35,20,35.35
2274,26.25,20,26.25
2275,34.21,20,34.21
2276,28.47,20,28.47
2277,27.49,20,27.49
2278,37.31,20,37.31
2279,27.05,20,27.05
2280,38.97,20,38.97
2281,26.99,20,26.99
2282,34.55,20,34.55
2283,26.94,20,26.94
2284,26.83,20,26.83
2285,24.78,20,24.78
2286,25.31,20,25.31
2287,25.54,20,25.54
2288,24,20,24
2289,14.59,20,14.59
2290,23.27,20,23.27
2291,23.4,20,23.4
2292,23.76,20,23.76
2293,22.2,20,22.2
2294,18.76,20,18.76
2295,23.72,20,23.72
2296,33.74,20,33.74
2297,30.04,20,30.04
2298,14.91,20,14.91
2299,30.07,20,30.07
2300,33.95,20,33.95
2301,28.81,20,28.81
2302,33.72,20,33.72
2303,23.67,20,23.67
2304,16.95,20,16.95
2305,49.94,20,49.94
2306,39.12,20,39.12
2307,22.42,20,22.42
2308,27.59,20,27.59
2309,33.97,20,33.97
2310,51.06,20,51.06
2311,48.75,20,48.75
2312,38.58,20,38.58
2313,24.45,20,24.45
2314,41,20,41
2315,23.67,20,23.67
2316,34.64,20,34.64
2317,38.94,20,38.94
2318,47.45,20,47.45
2319,35.52,20,35.52
2320,46.99,20,46.99
2321,37.09,20,37.09
2322,25.41,20,25.41
2323,45.31,20,45.31
2324,23.96,20,23.96
2325,53.05,20,53.05
2326,23.59,20,23.59
2327,35.49,20,35.49
2328,44.61,20,44.61
2329,27.55,20,27.55
2330,26.07,20,26.07
2331,38.99,20,38.99
2332,20.32,20,20.32
2333,22.78,20,22.78
2334,36.51,20,36.51
2335,13.95,20,13.95
2336,13.37,20,13.37
2337,25.4,20,25.4
2338,26.71,20,26.71
2339,25.21,20,25.21
2340,22.49,20,22.49
2341,23.91,20,23.91
2342,43.96,20,43.96
2343,19.07,20,19.07
2344,32.97,20,32.97
2345,30.09,20,30.09
2346,34.94,20,34.94
2347,26.03,20,26.03
2348,31.85,20,31.85
2349,31.84,20,31.84
2350,30.08,20,30.08
2351,25.74,20,25.74
2352,26.84,20,26.84
2353,28.73,20,28.73
2354,28.07,20,28.07
2355,35.1,20,35.1
2356,43.91,20,43.91
2357,39.97,20,39.97
2358,17.02,20,17.02
2359,22.64,20,22.64
2360,25.09,20,25.09
2361,13.73,20,13.73
2362,26.15,20,26.15
2363,25.97,20,25.97
2364,45.23,20,45.23
2365,13.32,20,13.32
2366,24.21,20,24.21
2367,24.23,20,24.23
2368,19.28,20,19.28
2369,27.1,20,27.1
2370,30.09,20,30.09
2371,42.42,20,42.42
2372,48.62,20,48.62
2373,20.07,20,20.07
2374,22.9,20,22.9
2375,33.01,20,33.01
2376,24.32,20,24.32
2377,63.98,20,63.98
2378,50,20,50
2379,54.91,20,54.91
2380,50.22,20,50.22
2381,45.91,20,45.91
2382,27.9,20,27.9
2383,47.93,20,47.93
2384,42.44,20,42.44
2385,60.89,20,60.89
2386,40.84,20,40.84
2387,36.46,20,36.46
2388,24.96,20,24.96
2389,30.76,20,30.76
2390,42.1,20,42.1
2391,25.49,20,25.49
2392,40.96,20,40.96
2393,39.91,20,39.91
2394,22.83,20,22.83
2395,23.13,20,23.13
2396,38.62,20,38.62
2397,41.34,20,41.34
2398,24.23,20,24.23
2399,49.03,20,49.03
2400,38.76,20,38.76
2401,37.87,20,37.87
2402,30.1,20,30.1
2403,44.44,20,44.44
2404,40.86,20,40.86
2405,46.77,20,46.77
2406,35.93,20,35.93
2407,28.13,20,28.13
2408,39.87,20,39.87
2409,27.23,20,27.23
2410,35,20,35
2411,45.1,20,45.1
2412,42.91,20,42.91
2413,61.56,20,61.56
2414,40,20,40
2415,34.18,20,34.18
2416,25.66,20,25.66
2417,46.94,20,46.94
2418,39.94,20,39.94
2419,30.03,20,30.03
2420,49.03,20,49.03
2421,33.94,20,33.94
2422,67.07,20,67.07
2423,37.93,20,37.93
2424,39.9,20,39.9
2425,23.42,20,23.42
2426,27.82,20,27.82
2427,30.32,20,30.32
2428,28.77,20,28.77
2429,29.23,20,29.23
2430,22.81,20,22.81
2431,31.59,20,31.59
2432,22.55,20,22.55
2433,26.37,20,26.37
2434,28.79,20,28.79
2435,34.05,20,34.05
2436,25.85,20,25.85
2437,29.18,20,29.18
2438,25.36,20,25.36
2439,34.97,20,34.97
2440,32.41,20,32.41
2441,25.71,20,25.71
2442,34.6,20,34.6
2443,25.75,20,25.75
2444,25.05,20,25.05
2445,23.03,20,23.03
2446,26.09,20,26.09
2447,27.28,20,27.28
2448,25.07,20,25.07
2449,12.95,20,12.95
2450,14.02,20,14.02
2451,-0.07,20,-0.07
2452,13.25,20,13.25
2453,12.1,20,12.1
2454,25.04,20,25.04
2455,14.58,20,14.58
2456,12.01,20,12.01
2457,20.91,20,20.91
2458,-10.6,20,-10.6
2459,25.04,20,25.04
2460,20.94,20,20.94
2461,16.11,20,16.11
2462,23.15,20,23.15
2463,-13.49,20,-13.49
2464,25.04,20,25.04
2465,13.67,20,13.67
2466,14.2,20,14.2
2467,25.09,20,25.09
2468,2.61,20,2.61
2469,13.06,20,13.06
2470,8.51,20,8.51
2471,15.33,20,15.33
2472,14.63,20,14.63
2473,20.12,20,20.12
2474,14.94,20,14.94
2475,18.24,20,18.24
2476,14.92,20,14.92
2477,20.41,20,20.41
2478,16,20,16
2479,21.59,20,21.59
2480,11.23,20,11.23
2481,24.45,20,24.45
2482,26.38,20,26.38
2483,34.96,20,34.96
2484,33.17,20,33.17
2485,25.99,20,25.99
2486,19.2,20,19.2
2487,11.86,20,11.86
2488,14.34,20,14.34
2489,41.99,20,41.99
2490,37.95,20,37.95
2491,18.83,20,18.83
2492,31.82,20,31.82
2493,33.46,20,33.46
2494,29.17,20,29.17
2495,26.51,20,26.51
2496,26.08,20,26.08
2497,25.97,20,25.97
2498,42.32,20,42.32
2499,34.94,20,34.94
2500,38.46,20,38.46
2501,29.49,20,29.49
2502,12.12,20,12.12
2503,37.11,20,37.11
2504,41.75,20,41.75
2505,25.95,20,25.95
2506,25.98,20,25.98
2507,28.59,20,28.59
2508,12.6,20,12.6
2509,40.02,20,40.02
2510,31.42,20,31.42
2511,27.54,20,27.54
2512,20.47,20,20.47
2513,41.13,20,41.13
2514,14.57,20,14.57
2515,39.77,20,39.77
2516,12.97,20,12.97
2517,27.43,20,27.43
2518,14.59,20,14.59
2519,26.14,20,26.14
2520,26.69,20,26.69
2521,31.25,20,31.25
2522,58.87,20,58.87
2523,28.51,20,28.51
2524,29.84,20,29.84
2525,43.64,20,43.64
2526,28.17,20,28.17
2527,27.46,20,27.46
2528,28.34,20,28.34
2529,28.4,20,28.4
2530,35.99,20,35.99
2531,33.92,20,33.92
2532,31.35,20,31.35
2533,26.32,20,26.32
2534,41.94,20,41.94
2535,26.13,20,26.13
2536,55.1,20,55.1
2537,40.92,20,40.92
2538,31.2,20,31.2
2539,39.24,20,39.24
2540,29.84,20,29.84
2541,27.46,20,27.46
2542,39.79,20,39.79
2543,43.97,20,43.97
2544,31.66,20,31.66
2545,51.52,20,51.52
2546,34.94,20,34.94
2547,38.36,20,38.36
2548,38.98,20,38.98
2549,23.7,20,23.7
2550,24.03,20,24.03
2551,29.2,20,29.2
2552,26.47,20,26.47
2553,35.38,20,35.38
2554,36.33,20,36.33
2555,46.11,20,46.11
2556,26.48,20,26.48
2557,26.08,20,26.08
2558,24.29,20,24.29
2559,27.28,20,27.28
2560,39.99,20,39.99
2561,26.77,20,26.77
2562,44.55,20,44.55
2563,31.92,20,31.92
2564,24.99,20,24.99
2565,33.94,20,33.94
2566,47.44,20,47.44
2567,29.17,20,29.17
2568,28.36,20,28.36
2569,23.08,20,23.08
2570,22.86,20,22.86
2571,34.05,20,34.05
2572,23.67,20,23.67
2573,23.24,20,23.24
2574,32.39,20,32.39
2575,34.96,20,34.96
2576,32,20,32
2577,21.17,20,21.17
2578,22.62,20,22.62
2579,37.98,20,37.98
2580,22.81,20,22.81
2581,35.46,20,35.46
2582,24.51,20,24.51
2583,30.62,20,30.62
2584,26.9,20,26.9
2585,28.59,20,28.59
2586,27.54,20,27.54
2587,36.96,20,36.96
2588,22.55,20,22.55
2589,30.95,20,30.95
2590,22.05,20,22.05
2591,34,20,34
2592,33.31,20,33.31
2593,29.16,20,29.16
2594,27.46,20,27.46
2595,20.74,20,20.74
2596,24.44,20,24.44
2597,29.65,20,29.65
2598,32.66,20,32.66
2599,28.57,20,28.57
2600,24.71,20,24.71
2601,35.91,20,35.91
2602,13.21,20,13.21
2603,23.32,20,23.32
2604,26.28,20,26.28
2605,26.82,20,26.82
2606,24.76,20,24.76
2607,24.45,20,24.45
2608,25.63,20,25.63
2609,28.78,20,28.78
2610,28.2,20,28.2
2611,23.99,20,23.99
2612,29.1,20,29.1
2613,26.01,20,26.01
2614,24.21,20,24.21
2615,34.74,20,34.74
2616,20.59,20,20.59
2617,25.88,20,25.88
2618,16.94,20,16.94
2619,13.25,20,13.25
2620,11.98,20,11.98
2621,10.91,20,10.91
2622,22.31,20,22.31
2623,14.89,20,14.89
2624,12.27,20,12.27
2625,21.98,20,21.98
2626,4.53,20,4.53
2627,14.13,20,14.13
2628,25.51,20,25.51
2629,22.64,20,22.64
2630,8.46,20,8.46
2631,7.81,20,7.81
2632,10.94,20,10.94
2633,12.92,20,12.92
2634,14.99,20,14.99
2635,14.04,20,14.04
2636,16.89,20,16.89
2637,9.4,20,9.4
2638,24.1,20,24.1
2639,15.55,20,15.55
2640,11.57,20,11.57
2641,15.64,20,15.64
2642,32.11,20,32.11
2643,34.93,20,34.93
2644,25.29,20,25.29
2645,21.32,20,21.32
2646,12.9,20,12.9
2647,19.41,20,19.41
2648,14.99,20,14.99
2649,21.59,20,21.59
2650,22.04,20,22.04
2651,21.37,20,21.37
2652,23.13,20,23.13
2653,29.98,20,29.98
2654,23.1,20,23.1
2655,13.49,20,13.49
2656,16.97,20,16.97
2657,17.2,20,17.2
2658,12.85,20,12.85
2659,18.75,20,18.75
2660,17.84,20,17.84
2661,21.07,20,21.07
2662,35.14,20,35.14
2663,34.99,20,34.99
2664,14.26,20,14.26
2665,35.97,20,35.97
2666,24.75,20,24.75
2667,24.02,20,24.02
2668,23.93,20,23.93
2669,24.04,20,24.04
2670,24.72,20,24.72
2671,36.11,20,36.11
2672,34.51,20,34.51
2673,35.97,20,35.97
2674,37.79,20,37.79
2675,54.16,20,54.16
2676,44.94,20,44.94
2677,42.96,20,42.96
2678,35.93,20,35.93
2679,38.97,20,38.97
2680,42.95,20,42.95
2681,41.08,20,41.08
2682,35.9,20,35.9
2683,45.67,20,45.67
2684,43.71,20,43.71
2685,21.71,20,21.71
2686,45.15,20,45.15
2687,42.88,20,42.88
2688,42.65,20,42.65
2689,36.93,20,36.93
2690,47.44,20,47.44
2691,29.44,20,29.44
2692,29.26,20,29.26
2693,28.6,20,28.6
2694,36.14,20,36.14
2695,31.04,20,31.04
2696,34.33,20,34.33
2697,36.9,20,36.9
2698,43.05,20,43.05
2699,37.97,20,37.97
2700,28.94,20,28.94
2701,50.8,20,50.8
2702,44.16,20,44.16
2703,41.95,20,41.95
2704,29.75,20,29.75
2705,38.42,20,38.42
2706,32.28,20,32.28
2707,30.03,20,30.03
2708,46.32,20,46.32
2709,32.07,20,32.07
2710,40.59,20,40.59
2711,46.49,20,46.49
2712,31.87,20,31.87
2713,32.16,20,32.16
2714,37.57,20,37.57
2715,46.73,20,46.73
2716,35.99,20,35.99
2717,45.42,20,45.42
2718,35.91,20,35.91
2719,32.11,20,32.11
2720,37.98,20,37.98
2721,36.94,20,36.94
2722,39.97,20,39.97
2723,39.95,20,39.95
2724,39.27,20,39.27
2725,32.6,20,32.6
2726,37.32,20,37.32
2727,41.84,20,41.84
2728,35.93,20,35.93
2729,39.45,20,39.45
2730,39.83,20,39.83
2731,29.15,20,29.15
2732,28.71,20,28.71
2733,35.99,20,35.99
2734,40.94,20,40.94
2735,28.06,20,28.06
2736,38.33,20,38.33
2737,38.95,20,38.95
2738,31.69,20,31.69
2739,36.91,20,36.91
2740,28.02,20,28.02
2741,28.09,20,28.09
2742,40.56,20,40.56
2743,36.13,20,36.13
2744,29.12,20,29.12
2745,40.48,20,40.48
2746,36.02,20,36.02
2747,26.85,20,26.85
2748,27.99,20,27.99
2749,26.26,20,26.26
2750,30.97,20,30.97
2751,34.98,20,34.98
2752,25.11,20,25.11
2753,31.07,20,31.07
2754,29.16,20,29.16
2755,39.94,20,39.94
2756,30.2,20,30.2
2757,39.49,20,39.49
2758,30.04,20,30.04
2759,40.76,20,40.76
2760,33.26,20,33.26
2761,34.94,20,34.94
2762,26.5,20,26.5
2763,28.07,20,28.07
2764,28.05,20,28.05
2765,34.81,20,34.81
2766,36.98,20,36.98
2767,37.92,20,37.92
2768,35.95,20,35.95
2769,32.79,20,32.79
2770,37.71,20,37.71
2771,30.35,20,30.35
2772,29.7,20,29.7
2773,28.1,20,28.1
2774,28.08,20,28.08
2775,37.28,20,37.28
2776,33.97,20,33.97
2777,28.02,20,28.02
2778,29.16,20,29.16
2779,33.91,20,33.91
2780,35,20,35
2781,28.04,20,28.04
2782,28.42,20,28.42
2783,38.91,20,38.91
2784,27.9,20,27.9
2785,19.52,20,19.52
2786,23.15,20,23.15
2787,18.93,20,18.93
2788,27.65,20,27.65
2789,17.91,20,17.91
2790,27.1,20,27.1
2791,31.07,20,31.07
2792,28.03,20,28.03
2793,22.51,20,22.51
2794,15.09,20,15.09
2795,36.97,20,36.97
2796,33.96,20,33.96
2797,22.54,20,22.54
2798,33.91,20,33.91
2799,19.62,20,19.62
2800,33.16,20,33.16
2801,24.59,20,24.59
2802,24.39,20,24.39
2803,27.72,20,27.72
2804,19.9,20,19.9
2805,19.19,20,19.19
2806,30.03,20,30.03
2807,26.4,20,26.4
2808,23.74,20,23.74
2809,53.12,20,53.12
2810,24.65,20,24.65
2811,38.1,20,38.1
2812,54.02,20,54.02
2813,55.56,20,55.56
2814,40.96,20,40.96
2815,25.2,20,25.2
2816,44.95,20,44.95
2817,28.06,20,28.06
2818,55.54,20,55.54
2819,38.23,20,38.23
2820,42.57,20,42.57
2821,50.07,20,50.07
2822,43.87,20,43.87
2823,28.23,20,28.23
2824,39.27,20,39.27
2825,36.13,20,36.13
2826,52.44,20,52.44
2827,55.52,20,55.52
2828,27.54,20,27.54
2829,24.1,20,24.1
2830,43.38,20,43.38
2831,30.38,20,30.38
2832,52.57,20,52.57
2833,46.16,20,46.16
2834,50.79,20,50.79
2835,47.44,20,47.44
2836,45.96,20,45.96
2837,33.01,20,33.01
2838,31.86,20,31.86
2839,28.96,20,28.96
2840,29.16,20,29.16
2841,45,20,45
2842,37.7,20,37.7
2843,49.32,20,49.32
2844,40.72,20,40.72
2845,28.78,20,28.78
2846,41.32,20,41.32
2847,38.97,20,38.97
2848,50.38,20,50.38
2849,46.74,20,46.74
2850,44.96,20,44.96
2851,39.67,20,39.67
2852,47.92,20,47.92
2853,29.73,20,29.73
2854,36.6,20,36.6
2855,44.85,20,44.85
2856,28.63,20,28.63
2857,37.44,20,37.44
2858,39.98,20,39.98
2859,30.42,20,30.42
2860,29.31,20,29.31
2861,29.73,20,29.73
2862,39.94,20,39.94
2863,28.1,20,28.1
2864,38.06,20,38.06
2865,35.03,20,35.03
2866,52.26,20,52.26
2867,32.59,20,32.59
2868,36.2,20,36.2
2869,49.11,20,49.11
2870,34.02,20,34.02
2871,41.03,20,41.03
2872,37.51,20,37.51
2873,30.47,20,30.47
2874,44.93,20,44.93
2875,34.76,20,34.76
2876,32.83,20,32.83
2877,28.24,20,28.24
2878,41.95,20,41.95
2879,35.15,20,35.15
2880,28.57,20,28.57
2881,14.92,20,14.92
2882,15.11,20,15.11
2883,14.57,20,14.57
2884,27.56,20,27.56
2885,20.55,20,20.55
2886,18.32,20,18.32
2887,23.06,20,23.06
2888,29.34,20,29.34
2889,18.1,20,18.1
2890,28.91,20,28.91
2891,20.88,20,20.88
2892,23.93,20,23.93
2893,26.07,20,26.07
2894,22.64,20,22.64
2895,14,20,14
2896,26.19,20,26.19
2897,28.97,20,28.97
2898,21.07,20,21.07
2899,29.02,20,29.02
2900,24.31,20,24.31
2901,28.42,20,28.42
2902,23,20,23
2903,23.91,20,23.91
2904,26.31,20,26.31
2905,24.12,20,24.12
2906,31.71,20,31.71
2907,33.77,20,33.77
2908,35.96,20,35.96
2909,37.49,20,37.49
2910,24.45,20,24.45
2911,29.88,20,29.88
2912,35.82,20,35.82
2913,31.95,20,31.95
2914,14.68,20,14.68
2915,29.44,20,29.44
2916,33.98,20,33.98
2917,37.14,20,37.14
2918,15.48,20,15.48
2919,33.26,20,33.26
2920,30.33,20,30.33
2921,26.06,20,26.06
2922,33.45,20,33.45
2923,18.27,20,18.27
2924,35.45,20,35.45
2925,28.1,20,28.1
2926,34.26,20,34.26
2927,25.38,20,25.38
2928,21.73,20,21.73
2929,25.47,20,25.47
2930,26.54,20,26.54
2931,25.27,20,25.27
2932,33.81,20,33.81
2933,25.39,20,25.39
2934,30.59,20,30.59
2935,24.45,20,24.45
2936,32.49,20,32.49
2937,32.97,20,32.97
2938,31.82,20,31.82
2939,29.7,20,29.7
2940,29.93,20,29.93
2941,22.2,20,22.2
2942,26.09,20,26.09
2943,34.02,20,34.02
2944,33.19,20,33.19
2945,30.28,20,30.28
2946,23.06,20,23.06
2947,26.32,20,26.32
2948,32.17,20,32.17
2949,23.28,20,23.28
2950,30.08,20,30.08
2951,28.1,20,28.1
2952,20.68,20,20.68
2953,7.3,20,7.3
2954,10.32,20,10.32
2955,12.69,20,12.69
2956,12.07,20,12.07
2957,27.76,20,27.76
2958,21.07,20,21.07
2959,12.46,20,12.46
2960,36.43,20,36.43
2961,33.13,20,33.13
2962,36.42,20,36.42
2963,33.88,20,33.88
2964,14.66,20,14.66
2965,12.97,20,12.97
2966,34.27,20,34.27
2967,9.99,20,9.99
2968,13.18,20,13.18
2969,15.82,20,15.82
2970,1.15,20,1.15
2971,9.04,20,9.04
2972,14.27,20,14.27
2973,4.73,20,4.73
2974,12.36,20,12.36
2975,14.42,20,14.42
2976,27.93,20,27.93
2977,40.09,20,40.09
2978,37.93,20,37.93
2979,44.08,20,44.08
2980,36.96,20,36.96
2981,29.91,20,29.91
2982,40.46,20,40.46
2983,43.94,20,43.94
2984,33.2,20,33.2
2985,30.44,20,30.44
2986,42.93,20,42.93
2987,30.01,20,30.01
2988,30.64,20,30.64
2989,27.31,20,27.31
2990,32.03,20,32.03
2991,48.09,20,48.09
2992,28.02,20,28.02
2993,46.99,20,46.99
2994,28.44,20,28.44
2995,29,20,29
2996,30.32,20,30.32
2997,36.78,20,36.78
2998,32.75,20,32.75
2999,42.32,20,42.32
3000,46.2,20,46.2
3001,23.72,20,23.72
3002,37.86,20,37.86
3003,25.69,20,25.69
3004,33.41,20,33.41
3005,29.5,20,29.5
3006,37.98,20,37.98
3007,33.06,20,33.06
3008,31.81,20,31.81
3009,34.26,20,34.26
3010,29.17,20,29.17
3011,37.04,20,37.04
3012,38.94,20,38.94
3013,34.32,20,34.32
3014,27.45,20,27.45
3015,23.67,20,23.67
3016,36.17,20,36.17
3017,29.97,20,29.97
3018,32.28,20,32.28
3019,28.06,20,28.06
3020,31.08,20,31.08
3021,38.94,20,38.94
3022,30.75,20,30.75
3023,38.93,20,38.93
3024,32.38,20,32.38
3025,41.94,20,41.94
3026,34.5,20,34.5
3027,46.74,20,46.74
3028,30.59,20,30.59
3029,36.72,20,36.72
3030,30.75,20,30.75
3031,28.02,20,28.02
3032,36.96,20,36.96
3033,26.19,20,26.19
3034,36.95,20,36.95
3035,33.05,20,33.05
3036,24.46,20,24.46
3037,42.82,20,42.82
3038,43.94,20,43.94
3039,30.02,20,30.02
3040,38,20,38
3041,28.65,20,28.65
3042,27.27,20,27.27
3043,25.51,20,25.51
3044,32.13,20,32.13
3045,41.9,20,41.9
3046,36.79,20,36.79
3047,35.16,20,35.16
3048,35.07,20,35.07
3049,26.07,20,26.07
3050,26.57,20,26.57
3051,30.7,20,30.7
3052,36.93,20,36.93
3053,26.77,20,26.77
3054,37.56,20,37.56
3055,25.96,20,25.96
3056,28.52,20,28.52
3057,26.12,20,26.12
3058,35.78,20,35.78
3059,47.6,20,47.6
3060,26.13,20,26.13
3061,27.1,20,27.1
3062,29.46,20,29.46
3063,27.77,20,27.77
3064,36.69,20,36.69
3065,43.18,20,43.18
3066,27.21,20,27.21
3067,40,20,40
3068,26.87,20,26.87
3069,27.34,20,27.34
3070,27.03,20,27.03
3071,38.09,20,38.09
3072,26.64,20,26.64
3073,33.95,20,33.95
3074,26.83,20,26.83
3075,23.1,20,23.1
3076,34.74,20,34.74
3077,29.65,20,29.65
3078,26.11,20,26.11
3079,35.27,20,35.27
3080,20.01,20,20.01
3081,34.98,20,34.98
3082,23.7,20,23.7
3083,36.93,20,36.93
3084,20,20,20
3085,15.12,20,15.12
3086,28.49,20,28.49
3087,39.09,20,39.09
3088,22.66,20,22.66
3089,24.62,20,24.62
3090,23.08,20,23.08
3091,24.18,20,24.18
3092,35.75,20,35.75
3093,23.84,20,23.84
3094,36.85,20,36.85
3095,29.48,20,29.48
3096,34.99,20,34.99
3097,17.38,20,17.38
3098,15.61,20,15.61
3099,23.02,20,23.02
3100,15.94,20,15.94
3101,23.07,20,23.07
3102,22.04,20,22.04
3103,21.07,20,21.07
3104,22.06,20,22.06
3105,22.1,20,22.1
3106,23.05,20,23.05
3107,15.31,20,15.31
3108,16.56,20,16.56
3109,18.07,20,18.07
3110,22.09,20,22.09
3111,32.31,20,32.31
3112,17.53,20,17.53
3113,33.7,20,33.7
3114,28.49,20,28.49
3115,27.95,20,27.95
3116,19.03,20,19.03
3117,33.99,20,33.99
3118,18.72,20,18.72
3119,23.06,20,23.06
3120,15.27,20,15.27
3121,-0.05,20,-0.05
3122,-9.88,20,-9.88
3123,2.28,20,2.28
3124,16.07,20,16.07
3125,-46.94,20,-46.94
3126,31.05,20,31.05
3127,-2.79,20,-2.79
3128,23.05,20,23.05
3129,2.8,20,2.8
3130,6.38,20,6.38
3131,28.76,20,28.76
3132,33.63,20,33.63
3133,12.09,20,12.09
3134,-59.46,20,-59.46
3135,-2.12,20,-2.12
3136,4.97,20,4.97
3137,2.47,20,2.47
3138,-65.01,20,-65.01
3139,23.02,20,23.02
3140,-0.15,20,-0.15
3141,9.91,20,9.91
3142,-65.03,20,-65.03
3143,-5.74,20,-5.74
3144,8.86,20,8.86
3145,14.07,20,14.07
3146,12.12,20,12.12
3147,28.45,20,28.45
3148,35.05,20,35.05
3149,31.37,20,31.37
3150,40,20,40
3151,26.48,20,26.48
3152,27.42,20,27.42
3153,27.43,20,27.43
3154,29.95,20,29.95
3155,41.9,20,41.9
3156,33.43,20,33.43
3157,19.81,20,19.81
3158,37.49,20,37.49
3159,29.92,20,29.92
3160,39.94,20,39.94
3161,13.07,20,13.07
3162,38.01,20,38.01
3163,27.23,20,27.23
3164,12.62,20,12.62
3165,42.44,20,42.44
3166,28.63,20,28.63
3167,15.55,20,15.55
3168,42.92,20,42.92
3169,42.65,20,42.65
3170,36.95,20,36.95
3171,39.96,20,39.96
3172,34.07,20,34.07
3173,48.03,20,48.03
3174,42.27,20,42.27
3175,36.07,20,36.07
3176,37.61,20,37.61
3177,41.79,20,41.79
3178,60.13,20,60.13
3179,51.85,20,51.85
3180,39.65,20,39.65
3181,52.02,20,52.02
3182,27.83,20,27.83
3183,50.3,20,50.3
3184,29.26,20,29.26
3185,38.13,20,38.13
3186,28.9,20,28.9
3187,41.03,20,41.03
3188,29,20,29
3189,27.89,20,27.89
3190,58.51,20,58.51
3191,26.26,20,26.26
3192,37.17,20,37.17
3193,30.23,20,30.23
3194,30.39,20,30.39
3195,29.08,20,29.08
3196,40.66,20,40.66
3197,25.49,20,25.49
3198,20.51,20,20.51
3199,31.54,20,31.54
3200,46,20,46
3201,38.81,20,38.81
3202,35.99,20,35.99
3203,39.95,20,39.95
3204,33.71,20,33.71
3205,33.91,20,33.91
3206,28.99,20,28.99
3207,23.17,20,23.17
3208,38.08,20,38.08
3209,26.74,20,26.74
3210,39.27,20,39.27
3211,45.4,20,45.4
3212,29.07,20,29.07
3213,30.39,20,30.39
3214,28.46,20,28.46
3215,28.95,20,28.95
3216,21.97,20,21.97
3217,28.31,20,28.31
3218,33.31,20,33.31
3219,38.12,20,38.12
3220,46.74,20,46.74
3221,38.64,20,38.64
3222,47.39,20,47.39
3223,35.13,20,35.13
3224,34.12,20,34.12
3225,31.01,20,31.01
3226,32.08,20,32.08
3227,35.09,20,35.09
3228,40.37,20,40.37
3229,30.55,20,30.55
3230,51.69,20,51.69
3231,35.2,20,35.2
3232,28.17,20,28.17
3233,30.21,20,30.21
3234,26.65,20,26.65
3235,47.42,20,47.42
3236,40.57,20,40.57
3237,55.64,20,55.64
3238,37.98,20,37.98
3239,39.99,20,39.99
3240,40,20,40
3241,27.86,20,27.86
3242,30,20,30
3243,33.1,20,33.1
3244,27.58,20,27.58
3245,36.91,20,36.91
3246,28.36,20,28.36
3247,26.81,20,26.81
3248,25.53,20,25.53
3249,41.05,20,41.05
3250,35.94,20,35.94
3251,31.92,20,31.92
3252,33.59,20,33.59
3253,36.08,20,36.08
3254,24.02,20,24.02
3255,30.63,20,30.63
3256,36.93,20,36.93
3257,36.77,20,36.77
3258,33,20,33
3259,26.41,20,26.41
3260,25.55,20,25.55
3261,33.92,20,33.92
3262,26.82,20,26.82
3263,42.78,20,42.78
3264,44.96,20,44.96
3265,29.52,20,29.52
3266,27.51,20,27.51
3267,27.96,20,27.96
3268,26.04,20,26.04
3269,26.82,20,26.82
3270,29.94,20,29.94
3271,32.12,20,32.12
3272,29.02,20,29.02
3273,30.63,20,30.63
3274,26.92,20,26.92
3275,32.27,20,32.27
3276,27.74,20,27.74
3277,32.71,20,32.71
3278,27.99,20,27.99
3279,27.68,20,27.68
3280,26.31,20,26.31
3281,28.18,20,28.18
3282,31.58,20,31.58
3283,30.73,20,30.73
3284,27.88,20,27.88
3285,30.74,20,30.74
3286,29.52,20,29.52
3287,29.51,20,29.51
3288,27.85,20,27.85
3289,17.97,20,17.97
3290,19.9,20,19.9
3291,24.02,20,24.02
3292,21.48,20,21.48
3293,20.42,20,20.42
3294,22.08,20,22.08
3295,22.95,20,22.95
3296,23.97,20,23.97
3297,26.05,20,26.05
3298,23.07,20,23.07
3299,32.48,20,32.48
3300,33.87,20,33.87
3301,22.05,20,22.05
3302,21.22,20,21.22
3303,29.96,20,29.96
3304,33.91,20,33.91
3305,23.07,20,23.07
3306,30.45,20,30.45
